$ degrib gfs/20090904/t06z.TMP.grib -P -pnt 52.523,13.411 -Unit m
element, unit, refTime, validTime, (52.523000,13.411000)
TMP, [C], 200909040600, 200909040600, 14.650
TMP, [C], 200909040600, 200909040900, 18.250
TMP, [C], 200909040600, 200909041200, 21.050
TMP, [C], 200909040600, 200909041500, 20.750
TMP, [C], 200909040600, 200909041800, 17.150
TMP, [C], 200909040600, 200909042100, 13.950
...
TMP, [C], 200909040600, 200909110000, 16.050
TMP, [C], 200909040600, 200909110300, 15.150
TMP, [C], 200909040600, 200909110600, 14.250
TMP, [C], 200909040600, 200909110900, 17.550
TMP, [C], 200909040600, 200909111200, 20.650
TMP, [C], 200909040600, 200909111500, 20.550
TMP, [C], 200909040600, 200909111800, 16.750
